text,category,confidence
"красивый только цвет. фактура тон
кая, хоть и мягкая, и тёплая. фурнитура дешевая: шнурок, бегунок молнии. качество швов  ужасное, на самом видном месте торчат нитки",текстиль,0.6248052716255188
"заказала размер s, платье оказалось очень велико, придётся ушивать, материал синтетика, пришло очень быстро за 13 дней",нет товара,0.48957985639572144
"Прекрасная туника. Качество на высшем уровне,продавец очень общительный.Идет размер в размер. Я довольна покупкой,советую и товар и этого продавца",одежда,0.542275607585907
Wery Good,нет товара,0.2614084780216217
"Юбка пришла с задержками но пришла ,очень хорошая,на рост 145 самое то но подтяжки свободно",одежда,0.9663534164428711
видела бы в магазине - не купила бы... качество отстой,нет товара,0.8712139129638672
Слишком тонкие ,нет товара,0.24402880668640137
отличное качество товаров,нет товара,0.16257455945014954
"Просвечивает и короткая, хотя на фото она не такая прозрачная",нет товара,0.18065005540847778
"Плохо прошиты швы, в этих местах материал собирается",нет товара,0.3390304148197174
"Тёплые, цвет соответствует картинке. По размеру подошли. Всё отлично.",нет товара,0.33572518825531006
"заказ шёл ну очень долго, да еще и как нарочно они коротки мне. вцелом осталась не довольна. заказывала М(мой рост 168, об 87) у кого ножки длинные можно L заказать",нет товара,0.37457340955734253
"пришла за 23 дня.качество прекрасное.ткань похожа на плотный стрейч, на осень прекрасно. кружево мягкое.",текстиль,0.9505900740623474
джинсы пришли с пятнами,нет товара,0.3867650032043457
"ткань довольно тонкая, но я брала для косплея, так что норм. размер S на мои 91-66-97 довольно свободно висит, на рост ~170 по длине великовато",текстиль,0.8279856443405151
"была маленькая дырочка, и полноразмерная",нет товара,0.2775457799434662
"материал плохой, просвечает и одна сентетика",нет товара,0.7977666854858398
все супер! доставка месяц) спасибо продавцу)),нет товара,0.16412360966205597
"Очень милая и приятная на ощупь, пришла очень быстро",нет товара,0.15888255834579468
"Качество нормальное. Но сильно маломерят. Заказала М, а она в лучшем случае ХS. ",нет товара,0.3585568070411682
"Очень милые носочки, качество не плохое",обувь,0.9217737913131714
"мало того, что заказ отправили не туда. так еще и деньги не возвращают",нет товара,0.96470046043396
"Заказ шел 2 недели. Думала, что качество будет получше, да еще и дырка на штанах. Вообщем не очень понравились.",нет товара,0.47730752825737
не пришли!!! спор ничего не дал! не берите к этого продавца ничего.,нет товара,0.9944857358932495
"Заказывала М на 165 рос 60 кг,  но было мол мерка не влезла. качество отличное",нет товара,0.2024090737104416
Самый долгий заказ на Алиэкспресс.,нет товара,0.30543482303619385
платье велико в бедрах. хоть и размер с. быстрая доставка. смотрится не очень. вырез ворота ужасный.,одежда,0.9484307765960693
Трусы не пришли,нет товара,0.677821159362793
"много торчащих ниток,внутри шов на шортах не ровный,и где лиф ажур вообще неровный",нет товара,0.4830330014228821
Супер-пупер! Пришло за 17 дней по бесплатной доставке !!! Очень понравилось как смотрится ,нет товара,0.2564654052257538
"это прям ужас, не поняла восторженных отзывов, мне носить не хочется, тряпка! везде нитки, швы никакие.",текстиль,0.6783204078674316
"Ткань тонкая, размер L идёт на М ",текстиль,0.9181336164474487
"платье не подходит по описанию очень плохо,теперь что делать незнаю!больше не одну вещь тут не закажу,!",одежда,0.8533816933631897
"колготки очень короткие, на пост 162 не подошли совсем! стрелка не очень ровная и толстая. не советую здесь покупать.",обувь,0.7946555614471436
"Качество не очень понравилось, синтетика и тонкая очень. И с размером не угадала- большая мне.",текстиль,0.9677905440330505
"товар пришел быстро. но без толку.
 вещь являет собой просто вырезанную тряпочку с одними лишь боковыми швами. ни горловина, ни низ, ни пройма даже не оверложены!
убожество!!!",одежда,0.5029702186584473
"Так ,что то не очень.Одно радует рукова  нормальные.А вот длина убки выше колен,а не до колена.И МНЕ КАЖЕТСЯ, ОНО ПОЛЕНЯЕТ ПОСЛЕ СТИРКИ.",обувь,0.6277613639831543
Прекрасное платье за свою цену! На рост 168 и 44 р-о М-ка села идеально.Длина оказалась до пола.Из минусов - синтетическая ткань юбки при активных танцах начинает электризоваться))),одежда,0.8661073446273804
Качество ужас...,нет товара,0.42169100046157837
"терпеливо ждала 4 месяца, но ничего так и не пришло",нет товара,0.9538499116897583
"на 48 размер,  объем груди 96см., xxxl велико.",нет товара,0.38095366954803467
"Заказывала 3 розовые и 2 светло-розовые ,в итоге пришли 5 одинаковых  шапок !!!",нет товара,0.47711366415023804
Все хорошо но она просвечиваеться более летний вариант,нет товара,0.1657770723104477
"очень хорошая кофта хотя это скорее идёт как туника, заказ пришел быстро, заказала 11.11 получила 30.11",одежда,0.6612198352813721
Пришло с браком,нет товара,0.824288010597229
"Шло в Москву очень долго, доставка хреновая. Открыла спор, вроде деньги вернули. Но долго продлевали защиту несколько раз. Лучше не продлевайте - нет смысла ждать. Продавец вроде общительный. ",нет товара,0.45119163393974304
"Красивый бордовый цвет, хорошая форма.Даже на моих маленьких параметрах груди смотрится хорошо (79-62-92),достаточно свободна. Доставка- недели две до Мск.Очень довольна!Рекомендую.",нет товара,0.43434929847717285
"качество хорошее, швы ровные, приятная ткань, не синтетика",текстиль,0.9403006434440613
С размером ошиблась. На российский 50 52 точно меньше надо брать чем 5 xl. Немного мешковато сел. А так вещь понравилась,одежда,0.6435976624488831
товар не пришел. и не отслеживался. деньги не вернули.,нет товара,0.9949816465377808
"Качество отличное ,доставка до Башкирии 3 недели",нет товара,0.15880931913852692
"Прекрасные шорты! Отличное качество, сидят хорошо, быстрая доставка. Взяла s сели отлично не маломерят. Спасибо ! ",одежда,0.5199196338653564
"Брюки хорошие, но написано в описании что они теплые, а по факту тонкие не утепленные. Очень разочарована этим обманом. Заказывать у этого продавца больше не буду.",одежда,0.735293447971344
"Цвет не тот что заказывали , рубашка с браком, швы разошлись и рваная. В остальном все устраивает ",одежда,0.7114414572715759
все подошло . ткань не очень.,текстиль,0.8763473629951477
"Платье огромного размера, пошив не фабричный, нет никаких  лейблов, края не обметаны, сама ткань не плохая,тяжёлая, тянется, возможно будут катышки, заказом осталась недовольна, за эти деньги на А
ли можно купить вещь лучше.",одежда,0.5607904195785522
"Всем рекомендую,классный свитер",одежда,0.8820712566375732
Отличная удобная кофточка,одежда,0.8733972907066345
"Х/б носочки,хорошее качество,пришли вовремя,дочь очень довольна.",нет товара,0.48659780621528625
"Ожидала другого от этого платья ,материал очень тонкий .Осталась не довольна покупкой .",одежда,0.6307608485221863
Очень маленькая. Размерная таблица не соответствует действительности. На ОГ 86см брала М.,нет товара,0.26512211561203003
"Заказываю во второй раз. Качество так же на высоте, размер M подходит на бедра 93 см. Кружево тонкое и швы под одеждой не заметны. Спасибо большое!",текстиль,0.7107596397399902
Продавец прислал не тот свитер!! Я очень расстроена!!!,одежда,0.524177074432373
Плохое качества это платье даже 300 руб не стоит (((,одежда,0.848663866519928
"Долго ждала посылку. Оказались велики, хоть и выглядят как колготки, но сваливаются при ходьбе ",обувь,0.8474062085151672
Жутко просвечивает. И вверх  и низ. Заказывала розовое. Фатин желтый. Я разочарована. Носить не буду.,нет товара,0.36243876814842224
"Товар доставили курьером на дом, костюм хороший, но на рост 170 брюки короткие. Вес 54 кг- размер М подошёл ",одежда,0.903838038444519
"рисунок на вещи не совпадает, рукава широкие",нет товара,0.37994882464408875
"Доставили очень быстро.  Качество отличное, выглядит маленьким, но хорошо тянется, по весу тяжелый, мягкий. На размер 46-48 взяла XL, подошёл. Рукава нормальные, не короткие. Очень теплый свитер.",одежда,0.7458599209785461
"Синтетика сплошная, мало, брала размер L на рост 158, грудь 90, талия 70, бедра 98. Обтянуто как любительскую колбасу. Жаль деньги, буду как то расшивать, но синтетику не очень хочется носить...",текстиль,0.883989155292511
Отлично! ,нет товара,0.24218681454658508
"доставка быстрая, соответствует описанию и картинке. на свой 44 размер брала м. платье короткое, резинка туговатая, но на одно плечо сидит хорошо. оценку снижают за ткань. не приятная, скользкая ...",одежда,0.6407528519630432
заказ шел долго. супер эффекта не нашла. стрелки пошли после первой носки! таких денег не стоят однозначно.,нет товара,0.8949201703071594
"Топ короткий. Очень короткий. Почитала отзывы, специально взяла на размер больше, но напрасно. Так что имейте в виду.",одежда,0.9723148941993713
"туника пришла без размерная, рукава короткие с ужасным запахом",одежда,0.6787276268005371
"Не пришли,спор длился недели 2-3..",нет товара,0.8293513059616089
"Платье на фото бежевого цвета, в реальности оно пудрового, почти розового цвета. В принципе, платье бомба. Удовлетворил и размер и материал. Но цвет не то, что на картинке. Печально.",одежда,0.8258774280548096
"Хорошая водолазка, но очень тонкая, меня сильно обтянула! на параметры 93-60  хотелось бы на размер больше!",нет товара,0.38962021470069885
"Товар не пришел. Деньги вернули. Но продавец хороший и милый. Просто, может быть, мне не повезло.",нет товара,0.9930983185768127
"Товар так и не пришёл. Вместо блузки прислали резиновых опарышей (!!!) ржали долго) правда продавец обещал отправить другим заказом, но пока глухо. За опарвшей отдельное спасибо.",нет товара,0.869921863079071
"Трусы не плохие ,но  две шт. из пяти не соответствуют заказанным (замена расцветки на худшию),одни из них большего размера,мне велики ,остальные на о.б. 98 сели хорошо.",обувь,0.5798432230949402
Не по размеру и плохо пошито,нет товара,0.41584545373916626
"На мой рост(157см)не подошел,слишком короткие.Сшито очень плохо.Лосины не стоят таких цен",текстиль,0.6741212010383606
"До Хабаровского края дошла за месяц, трек отслеживался, качество отличное, очень понравилась, правда электризуется, подошел размер XXL   на рос.50",электроника,0.7593710422515869
"Отличные трусики , буду заказывать еще. На размер 46 брала XL. Доставка быстрая, трек отслеживался.",обувь,0.5010830163955688
Спасибо все подошло,нет товара,0.16418686509132385
наверно хорошие а так не получили,нет товара,0.9491347074508667
качество на троечку,нет товара,0.23390831053256989
Жаль，товар так и не получила.Открыла спор，вернули деньги.Потерялся наверное на просторах нашей страны.,нет товара,0.9912251830101013
"Заказ шел 2 месяца. Размер подошел (мой 46-48 заказала XL). Верхние карманы оказались фальшивыми, непонятно, зачем городить молнию было, тем более она не ровно вшита. Нижние карманы маленькие.",нет товара,0.3484567105770111
хорошая теплая кофта. все как в описании,одежда,0.8667137026786804
"Не стоит заплаченных денег((( ткань плохая, полоска чёрная на самом видном месте",текстиль,0.9264366626739502
мало( xxxl подошел только на 42 размер(,нет товара,0.2294512391090393
Товар не пришёл вернули деньги,нет товара,0.9894535541534424
"Материал как у мед.халата...просвечивает, выглядит дешево. Размер не соответствует. Подклад где-то есть, а где-то нет... торчат нитки...900р это не стоит.  Я разочарована...",текстиль,0.8174780607223511
С размером не угадал. А так всё как на картинке. Спасибо продавцу. Рекомендую!,нет товара,0.38907378911972046
Не подошёл размер ,нет товара,0.6281261444091797
три месяца жду не получила блузку. жалко конечно,одежда,0.6693625450134277
"От кофточки ожидала большего..судя по отзывам. оказалась велика, цвет не соответствует фото. Не очень приятный запах, тут же отправила в стирку.",одежда,0.8136240839958191
продавец отправил товар на другой адрес!! обман,нет товара,0.8407415151596069
"не ахти качество...доставка ужасная , пришлось потратить день , что бы найти ячейку куда бросила курьерская служба CDEK это пальто",одежда,0.882185161113739
"кофточка хорошенькая,правда на 40_42 надо было на размер меньше брать",одежда,0.8457786440849304
"на рост 163 и 44р брала L.По размеру вроде нормально,но талия высоко,платье очень короткое,особенно полклад.Буду сама переделывать.Так материал мягкий,цвет как заявлен.Доставка быстрая.Платье на очень маленький рост не выше 150",нет товара,0.39052069187164307
Размер не соответствует. Заказали 4XL по факту оказался на 50 размер максимум.,нет товара,0.5652340054512024
Отличная рубашка. Отличное качество.,одежда,0.7429553866386414
как на картинке!,нет товара,0.23701690137386322
Размер куртки не соответствует вашей линейки размеров,одежда,0.9399899244308472
"Юбка классная,из плотного стрейча,смотрится супер,доставка три недели.",нет товара,0.4980130195617676
"Состав 90% Полиамид 10% Эластан, даже ластовица, швы прошиты небольшиии шовчиками и проклеены клеем.",текстиль,0.8852494955062866
Платье просто великолепное. Качество супер. Закажу в другом цвете ещё.,одежда,0.8142495155334473
"качество средне..на картинке яркий ,а пришел не яркий цвет рукавов(((",нет товара,0.3722788095474243
"Товар не пришел, деньги вернули ",нет товара,0.9930731654167175
"свитер тонкий,но качество хорошее",одежда,0.6264387965202332
материал на фото матовый похож на хлопок а на самом деле блестит и структура резины,текстиль,0.9294269680976868
цвет совсем не такой как был заказан,нет товара,0.235062375664711
заказ прислали на другой конец города. зачем продавцу адрес дается???,нет товара,0.17307579517364502
"Ткань хорошая, но модель какая-то несуразная. Спина пошита как мужская рубашка, ни о какой приталиности речи не идет. Наоборот очень широкая, как для горба. Не буду носить.",текстиль,0.9222972393035889
Прекрасная блузка. По размеру подошло. Пришла быстро.,одежда,0.9077149629592896
"Юбка не плохая, но очень сильно маломерит.  Брала XL российский ношу L или похудею, или отдам дочке (предварительно ушив))))
Доставка быстрая. Трек отслеживался.",одежда,0.9244348406791687
"Очень классная, мне понравилось, материал мягкий, буду заказывать еще",нет товара,0.34489765763282776
Товар пришёл с зелёными пятнами!,нет товара,0.2891393303871155
"На 46 размер взяла L , все хорошо, только вот рукав можно было бы длиннее сделать. А так в принципе не плохо.",одежда,0.5133720636367798
хорошая куртка. красивый цвет,одежда,0.8379133343696594
"подошло очень хорошо! у меня 90-76-92, размер М брала, качество неплохое, закажу ещё черный!",одежда,0.5343429446220398
"Really nice love them all with logo and nice sturdy quality,i will buy more.",нет товара,0.1820542812347412
"Очень-очень довольна!!! Отличный пошив и удачная модель! Присутствует запах, но надеюсь выветрится. Спасибо продавцу и удачных продаж!!! Рекомендую!!!",одежда,0.5780329704284668
"Доставка быстрая,но размер не соответствует,XXL не налез даже на 48.Качество хорошее. Жаль,что не подошла.",одежда,0.5420497059822083
"курьер принес домой, все хорошо, но в талии большевато",одежда,0.8175035715103149
"заказ пришёл через 55 дней, ещё и с пятном еле еле отстирали ставлю 2",нет товара,0.20074333250522614
"Отличная юбка! Качественный принт, приятная ткань (сильно тянется). Размер подошел (на 48 размер брала XL). Спасибо продавцу. Собираюсь заказывать еще такую, но в другой расцветке ",одежда,0.7899861335754395
Юбка выглядит очень дёшево. Тянется плохо. Ткань как будто дубовая и топорщится некрасиво. Она скорее на размер 42-44,текстиль,0.5102693438529968
"Кофта маломерит. На свои параметры по таблице размеров заказала L- оказалась маловата, по факту соответствует M. За это снимаю звезды",одежда,0.7499432563781738
"Кофта не подошла по размеру,качество ткани просто ужасное.",текстиль,0.5000608563423157
юбка пришла быстро. на размер 42-44 оказалась узкой резинка.,одежда,0.7538747191429138
"Заказ пришёл за 2,5 недели. Трек отслеживался. Упаковоно все очень хорошо. В подарок положили резинку для волос. Спасибо большое продавцу",украшения и аксессуары,0.7736554145812988
"Не получила заказ, продавец вернул деньги",нет товара,0.9827855825424194
"послали по другому адресу,  пришлось ставить на спор. недовольна продавцом!",нет товара,0.560059130191803
"Качество хорошие, но размер L оказался маловат.",нет товара,0.35857701301574707
Спасибо большое за быстрату. Красивый цвет,нет товара,0.23076294362545013
"куртка очень странная. по бокам нашиты подушки , которые здорово прибавляют фигуре объем. но теплая. качество хорошее",одежда,0.7430997490882874
джинсы сильно воняют... на рост 165 размер 27 очень короткие по длине.. продавец обещал скидку сделать если ещё закажу и я поверила заказала еще маме...а он обманул...скидки не было.. и вторые джинсы не айс...,обувь,0.7767963409423828
не знаю в каком месте это синий. сфоткала со вспышкой и без. на мой взгляд это черный не насыщенный. размер xl  думаю максимум на 50р русский,нет товара,0.33325833082199097
"заказ пришёл за 2 недели. все по размеру.. НО после первой носки верхний слой слез, теперь в мусор или под штаны.. очень жаль..",нет товара,0.4924778342247009
ни кофты ни денег только просьба не открывать спор и подождать четыре месяца прошло!!!! совести нет совсем!!!!,нет товара,0.5806103348731995
"Товар не пришёл, продавец отметил как доставлен, спор на возврат денег был открыт 02.11.17, деньги ещё не вернули",нет товара,0.9952415227890015
"Очень много ниток. Ткань приятная,в общем соответствует цена качеству.",текстиль,0.9743183851242065
"ладно бы просто в талии большие были, с ремнем нормально, но там образуется пузырь на месте живота, не знаю,что и делать",нет товара,0.43951770663261414
"Кофта пришла быстро. Ткань приятная к телу. Но на кофте множество пятен, по моему жирных. Попытаемся отстирать. Размерный ряд не соответствует заявленному. Маломерка, хотя длина рукавов хороша.",текстиль,0.5541845560073853
"туника хорошего качества, но был брак (шов неровный и сборил)",нет товара,0.43008843064308167
на рост 170 штаны короткие,обувь,0.5877610445022583
"доставка очень быстро 16 08
 заказали 30 08 уже получили.",нет товара,0.18168318271636963
"Майку не получила, деньги вернули.",нет товара,0.9163024425506592
"кофта пришла ооочень маленького размера , т .е вообще не соответствует размеру я разачерованна.",одежда,0.6922647953033447
"очень тоненький. цвет не такой как на фото, намного темнее. но за такую цену 565 руб. нормально",нет товара,0.2517072558403015
"куртка очень тонкая, на осень не пойдет, пуха очень мало и просвечевает через ткань, цвет белый не берите. Летом в ней только ходить",одежда,0.5793893933296204
куртка маломерит  по сетке не проходит,одежда,0.7948660254478455
"За такие деньги она оправдала себя.  Брала L на свой размер M  и не прргадала, ибо можно было бы взять еще побольше.",нет товара,0.23256026208400726
ужасная синтетика с торчащими нитками,текстиль,0.980593204498291
"Размерная сетка не соответствует, заказывала 80D на русский 70D - оказался дико мал. Качество не самое лучшее, чистая синтетика.",текстиль,0.9149280190467834
цвета не яркие как на фото,нет товара,0.1950274258852005
"Качество отличное, швы ровные, запаха нет и петель тоже нет, но это не критично. Продавцу спасибо!",нет товара,0.2285321056842804
"Платье просто супер!Очень понравилось,качество пошива на отлично.На ОГ 106 И ОБ 112 впритык.Длина чуть ниже колена при росте 164 см.Платье отслеживалось хорошо.Купила за 1047 рублей.Продавец молодец",одежда,0.7586861848831177
"Доставка в г. Томск 16 дней.
Юбочка выполнена качественно, материал мягкий. Но не подошла, так как заказали по размеру, а описания размера не читали. Будьте внимательны!
Во стольном все понравилось, Продавцу спасибо.",нет товара,0.49224063754081726
Вещь только на маленькую грудь. Никакой второй размер туда не поместится и ничего не держит. Может служить только в качестве накладки для тех у кого на теле минимум.,одежда,0.8751757144927979
"Пипец! Заказал xl, а пришёл хз знает какой, я думаю 42если не меньше! Жесть!!!!!",нет товара,0.29651790857315063
"Пижама не доехала, застряла в Китае, по истечении 2.5 месяцев поняла что её потеряли. Деньги вернули быстро в течении недели",одежда,0.5386132597923279
"Размер только на ог/от/об 89/73/96, плечо 37, рост 164. Тогда как на фото продавца. На размер более получатся в обтяг, она конечно тянется, но это просто ужасно.",нет товара,0.2429962009191513
If you order in the dimensional table set one size in my parameters. And came one size smaller. Jacket small to me.,одежда,0.9383561611175537
"Маленькие, размер не соответствует",товары для детей,0.911730945110321
"Платье пришло с зацепкой спереди, на видном месте((( очень жаль, носить не смогу",одежда,0.8676685094833374
Пришли уже в полинявшем состоянии...носить невозможно,нет товара,0.706212043762207
"колготки очень понравились, но пришли с браком.... пришлось открыть спор",обувь,0.6581233143806458
"ткань - синтетика среднего качества, размерная сетка не соответствует действительности. Нитки не торчат. не пахнет. В общем за такие деньги более менее.. рекомендую брать на размер побольше.",текстиль,0.982638418674469
"Хорошие, плотные носки, прекрасно подошли на размер 39-40. Ребенок доволен. Рекомендую. Спасибо.",нет товара,0.48666828870773315
"все пришло супер,быстро,качество класс,рекомендую",нет товара,0.24869422614574432
"Размер не соответсвует ,немного не тот цвет,рассчитан для девочек лет 10-12",товары для детей,0.9692863821983337
Ужасная синтетика! Расстроилась. Размер наверно 48-50. Своих денег не стоит вообще! Хотела даже спор открыть,текстиль,0.9345985651016235
"Товар заказывала в апреле,до августа так и не пришёл,деньги продавец вернуть отказался.Не рекомендую",нет товара,0.8087041974067688
материал не такой плотный и теплый.но мягкий.  для летних вечеров самый раз,нет товара,0.3424786627292633
"К сожалению, платье  не соответствует фотографии и описанию, на которой представлено платье. Размер «S»  очень сильно велик в талии, в плечах. Рукава сильно короткие. Длина платье, не то, что мини, а минимини.",одежда,0.8580589294433594
размер маленький на 2 раза больше надо заказать,нет товара,0.1854272484779358
"хорошая качественная рубашка, по размеру в целом подошла (немого только расходится в груди, но на мне все рубашки так сидят), доставка в Тулу 3 недели. Запаха нет.",одежда,0.9328923225402832
к сожалению товар я не получила,нет товара,0.9919194579124451
"Супер,  очень нравится !",нет товара,0.22772826254367828
Отличная рубашка! На 50-52 надо 4xl,одежда,0.9437559843063354
"Товар понравился полностью соответствует описанию.  К телу приятные, пришли за две недели.",нет товара,0.18661344051361084
товар не пришел. деньги вернули. продовец очень общительный,нет товара,0.9925220608711243
"Приятная,мягкая.Полоски яркие. На 42-44  М-ка хорошо и даже рукава не коротки.",нет товара,0.4900938868522644
"Свой заказ я так и не получила, но спасибо за возврат денег.",нет товара,0.9760608077049255
"Заказала 2 кофты, красную и розовую. Розовая оказалась больше и цвет не как на фото. Ядерно розовый. Как у барби. ",одежда,0.6152469515800476
заказали ххл но он подошёл на 40- 42 на вес 51 рост 161 шел месяцев отслеживается качество хорошее с хлопком плотный не прилипает грязь,текстиль,0.6095877885818481
отличная футболка! качество хорошее. быстрая доставка. спасибо продавцу!,одежда,0.6445435285568237
"УЖАСНАЯ КОФТА. ЖДАЛА ОЧЕНЬ ДОЛГО,ТАК МНЕ ЕЩЕ И ДЕНЬГИ НЕ ВЕРНУЛИ!! кофта мала,и качество как половая тряпка",одежда,0.8932763934135437
